longitude,latitude,code_postal,surface_reelle_bati,nombre_pieces_principales,prix_m2_ref,surface_terrain,number_of_lots,season,valeur_fonciere_actualisee
2.9104947162492296,48.50738166659933,7701,188.16570821989208,3,2534.5676313664776,3414.5127934710176,,0,517302.0
3.0920791158583176,48.11991117249707,77019,126.60641855030072,4,2509.836958318999,4790.078247982735,,1,309682.0
2.1974803831898875,48.8547034500932,7705,182.50159722959552,5,2469.326368602736,2174.7796486110374,,1,472530.0
3.407535541774545,48.45008859420052,77016,157.0888748259926,6,2489.955719107417,4383.049642105996,,2,317409.0
3.0688590790928822,48.44962847538326,7704,114.58525183993208,6,2507.681546343389,1030.479091490707,,3,434085.0
3.283021503025434,48.90626739728983,7708,77.7819350937603,4,2479.8146622631675,1410.2634539271917,,1,186578.0
3.4972691152812843,48.35424114344157,7706,123.43275984982824,5,2515.5912267881854,2259.219468215276,,0,213855.0
2.298617464286268,48.83310207623801,77014,188.10056729693312,6,2531.1992319512387,739.0948705271761,,3,505886.0
3.296376309396932,48.63557434069778,77013,141.43055326569146,2,2550.4876935530483,3658.2785581751496,,3,291272.0
3.392030283146086,48.32893730133002,77015,168.57707314654667,4,2509.041371711664,2899.2211235280165,,3,298876.0
3.114744123386964,48.49084732146765,77017,98.98391190691588,1,2535.249063009944,1871.3965020478336,,3,242641.0
3.1621131747693223,48.3984925870644,77018,138.78860187903513,5,2529.770777288311,513.6620860645431,,2,318699.0
2.3446719417610127,48.27017493677773,7707,145.7001468844398,1,2468.2970993678014,2255.1474790945103,,0,295800.0
2.222860509268113,48.41722932808285,77012,160.57017853420928,6,2528.438700180489,1630.4988862693594,,2,496691.0
2.117864004205732,48.31811416532896,77015,182.8269336473523,6,2509.041371711664,4435.1636775927545,,1,515384.0
2.092088446613253,48.81714097022704,77010,126.59239394063457,2,2535.7676266455924,2208.772452170056,,3,451459.0
2.2600839212619945,48.09838549250697,7706,152.0251514317037,6,2515.5912267881854,4660.756395498373,,1,277936.0
2.7189877843043435,48.84208850343027,77017,179.9392766585385,2,2535.249063009944,2115.847587365553,,1,325752.0
3.227603971246736,48.990374429578864,77014,184.2276931272588,2,2531.1992319512387,2766.096033523662,,3,390430.0
3.038889966598381,48.0718528734991,7702,78.82479425882855,5,2521.514844161584,2721.5089732639067,,0,229438.0
2.50132294005614,48.207888354105,77010,153.4641197529516,3,2535.7676266455924,1069.9630966321774,,3,434665.0
2.1640178109702544,48.84383914686334,7708,159.35483210510532,5,2479.8146622631675,4752.660807876279,,2,548880.0
2.1712613764533244,48.12285822411151,77019,167.98144774893328,4,2509.836958318999,1237.1819189406317,,0,577249.0
3.3350718648109114,48.35561683020557,77017,225.44515261320848,3,2535.249063009944,727.9164718919822,,0,633925.0
3.172863003318252,48.54528729249288,77014,175.34368710771136,6,2531.1992319512387,3045.725946806136,,3,344608.0
2.906474245698758,48.33862946801791,7706,83.61463688596241,4,2515.5912267881854,1440.5470124212816,,3,293257.0
2.1330593045655486,48.93199716522582,7702,83.2934234053353,6,2521.514844161584,4405.8112726282125,,1,173850.0
2.866339375762317,48.93948948841538,7707,142.10532142270068,1,2468.2970993678014,2518.1442432138647,,1,237595.0
2.6418025467083,48.14961634988074,7707,180.4746115251453,2,2468.2970993678014,934.0117249632008,,3,565513.0
2.835552857381016,48.94281387838777,7702,168.88513726997303,5,2521.514844161584,1614.147919580298,,0,263893.0
3.1152304291818105,48.22714860426812,77019,201.91084094712247,5,2509.836958318999,588.5721778743566,,1,411816.0
2.864940462129728,48.00382288972837,7706,208.4677835497432,2,2515.5912267881854,3261.401746459571,,1,753801.0
2.411692558095008,48.18697821478255,7703,205.56607966228623,1,2494.7034077219337,4105.574716688754,,0,579022.0
3.275649730979171,48.56453699429392,77016,195.470546253345,3,2489.955719107417,4054.269090962622,,3,634756.0
3.288359321246682,48.5622367924565,7709,183.48468392856267,3,2516.219162131406,2400.2835156601845,,0,619641.0
2.304064337456036,48.78116047372473,7707,199.4888600813142,2,2468.2970993678014,1175.0591071413176,,1,364570.0
