longitude,latitude,code_postal,surface_reelle_bati,nombre_pieces_principales,prix_m2_ref,surface_terrain,number_of_lots,season,valeur_fonciere_actualisee
2.30835704911238,48.86069846048867,75012,46.27302805489562,6,9935.066867676536,313.63168596142543,,1,428504.0
2.2943322422554373,48.884903167241454,7502,67.42832419929496,4,9569.91693818043,416.6448351583685,,2,493900.0
2.325514033786129,48.87223281231189,75015,42.3365248139384,1,9813.040070612808,235.76646680294772,,0,560830.0
2.4288066836066093,48.83046974383322,7500,63.95469112747584,2,9981.88888607979,265.5438041185603,,2,480872.0
2.42312903889895,48.89524329007333,7500,67.23212373421653,2,9981.88888607979,109.33938682757476,,0,413091.0
2.439537621462581,48.85679402325531,7509,115.30369455422696,6,9775.064380528089,153.9820835575641,,3,1641505.0
2.233542432704387,48.89952985975358,75017,58.89848125181533,4,9899.474939437398,442.6984928755764,,0,873565.0
2.453104617087197,48.845928844740456,7508,115.11710992541322,4,9848.31703220121,246.2211486368692,,0,1084137.0
2.3314903433617813,48.83315176633068,7508,125.64935331023072,2,9848.31703220121,280.03182897623384,,0,1087240.0
2.4461609977225787,48.89732805133145,7505,47.1094031469397,2,9974.4015549417,341.26805309217866,,3,596872.0
2.227943959360505,48.840088045332,75016,125.32065088823964,4,9678.120674588112,51.395220710918245,,3,866155.0
2.427936721146468,48.81793000528519,75018,46.70905330833983,1,9846.536214329111,275.53593439151655,,3,457447.0
2.3319135307885444,48.853687340366,75013,102.2682295480232,3,10190.767780889602,254.9473485134125,,3,1486306.0
2.323762594334529,48.8400235488006,7504,114.5521593335117,2,10257.726066885674,38.821396132641496,,1,1047416.0
2.4798838256381286,48.8631347957949,7505,73.19756414834868,6,9974.4015549417,268.16167404840286,,2,536684.0
2.430374511112161,48.89200055227945,7509,67.81443311750593,1,9775.064380528089,154.66576471351615,,3,735369.0
2.3667234546477487,48.88227482181637,75017,67.93262852376066,6,9899.474939437398,393.2193454865421,,0,748929.0
2.4163723649627853,48.85862359748813,7505,87.88062957187589,2,9974.4015549417,68.88413844510438,,2,1052407.0
2.225252035474512,48.89623513541591,75013,115.40209246731408,4,10190.767780889602,172.11213157281466,,2,970276.0
2.450318157749844,48.86882065973061,75010,149.70724062226765,3,9903.611678623716,387.428413359566,,0,1302752.0
2.4118650156776447,48.89764742770918,75013,143.2465342931447,4,10190.767780889602,167.44620671425193,,1,1486097.0
2.287352818238165,48.87909318765378,7509,51.123630218996055,4,9775.064380528089,401.70897731445984,,3,589086.0
2.3411386859270253,48.86143560615909,7504,131.04361308067706,3,10257.726066885674,316.3289665673202,,0,998682.0
2.4475398983998624,48.85348206194535,7502,69.82519458409357,6,9569.91693818043,78.7943787551483,,2,554980.0
2.4338321663946227,48.88301737494684,75013,148.75734308877426,5,10190.767780889602,191.67061246200907,,1,1180948.0
2.2718850028864788,48.894050523408495,75016,109.78335107246596,1,9678.120674588112,434.47383051007387,,3,638316.0
2.342536855073087,48.84237775503363,7503,147.78389521021336,6,9983.017238897526,371.1083195968829,,0,898528.0
2.279474335198852,48.83641694979435,75015,104.24540897202188,3,9813.040070612808,405.4012130751909,,3,897898.0
2.3315703342677887,48.81185559738749,75012,37.02411686497979,6,9935.066867676536,361.0634796175545,,0,370988.0
2.2695093623138733,48.825321850326674,7502,130.86636894030505,5,9569.91693818043,440.1337977011305,,1,1615479.0
2.380221675674431,48.87072804784583,75016,76.57976794304795,6,9678.120674588112,115.3851994144976,,0,546021.0
2.477084576622969,48.89304471650899,7500,118.70502246954452,3,9981.88888607979,359.2957555658798,,0,798213.0
2.2828963433901186,48.84857592825621,7509,96.12191115459538,4,9775.064380528089,367.9689677885197,,2,674668.0
2.269592187872111,48.86830510184485,7503,96.38336689534026,3,9983.017238897526,261.31284343956986,,0,881498.0
2.3710528754970843,48.875146611091616,7503,146.04315183180933,5,9983.017238897526,222.7643799576277,,2,1472706.0
2.249230580295982,48.89388304622919,7504,111.3408980074476,5,10257.726066885674,216.5574022397857,,2,734530.0
2.330369696445713,48.89574101200033,7503,119.9690487835723,1,9983.017238897526,320.9371956928342,,3,1330895.0
2.384338728656498,48.8530980579068,75011,132.194905775056,1,10149.03143443424,273.2769331316849,,2,1135213.0
2.4307122644629766,48.87567793794595,7502,45.19100011942717,5,9569.91693818043,119.55963748075634,,1,430276.0
2.289250189597196,48.813798223494096,75016,72.56538122472654,3,9678.120674588112,326.7224200186379,,3,846446.0
2.333477939543619,48.88940174574573,75017,142.86428832022614,5,9899.474939437398,437.71759889174285,,1,1207035.0
2.3054865214615496,48.83296778770021,7504,111.77567422148609,5,10257.726066885674,238.5983625070122,,2,734311.0
2.223647147035603,48.87037136855996,75014,70.62625985523286,3,10062.666974334055,350.16510620538367,,0,1084982.0
2.2432460602808666,48.86419465794877,7508,67.31976600142839,3,9848.31703220121,281.694465572011,,2,810389.0
2.3219476432289965,48.84450075467299,75016,60.51480743623752,1,9678.120674588112,142.52762363715675,,0,561500.0
2.409508013842557,48.81139919616619,75018,148.12750235064848,5,9846.536214329111,40.62196997407159,,3,1141838.0
2.3948316960188376,48.82057961212376,7509,85.6699474942909,1,9775.064380528089,372.1773178536235,,0,846399.0
2.2768126433396,48.83698428244866,7508,71.3403348725853,6,9848.31703220121,434.1274317048229,,3,404229.0
2.435363143906306,48.85551707001649,7504,142.12436311871818,3,10257.726066885674,216.1967102230912,,2,1226636.0
2.2769465394438444,48.8880018449172,7503,96.83855329793384,3,9983.017238897526,195.3937729314512,,2,1133039.0
2.472871351917601,48.87622382717963,7509,52.95212169574985,5,9775.064380528089,301.35398415806986,,1,756774.0
2.380442308679501,48.83395799587606,75011,142.05740357558398,3,10149.03143443424,456.6708871787346,,3,1128701.0
2.3375407555790813,48.88481953470423,75015,49.444442479206174,3,9813.040070612808,174.2421454467883,,1,628557.0
